"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"0500000US17085","Jo Daviess County, Illinois","10391","280","8352","258","2039","239",
"0500000US17087","Johnson County, Illinois","4101","210","3362","220","739","148",
"0500000US17089","Kane County, Illinois","184706","796","140301","1504","44405","1439",
"0500000US17091","Kankakee County, Illinois","40996","520","28641","605","12355","651",
"0500000US17093","Kendall County, Illinois","45372","356","38125","807","7247","799",
"0500000US17095","Knox County, Illinois","20972","403","14852","496","6120","424",
"0500000US17097","Lake County, Illinois","258455","1007","193403","1802","65052","1537",
"0500000US17099","LaSalle County, Illinois","45373","562","33778","705","11595","690",
"0500000US17101","Lawrence County, Illinois","5472","164","3931","263","1541","244",
"0500000US17103","Lee County, Illinois","13337","296","9821","291","3516","347",
"0500000US17105","Livingston County, Illinois","14615","262","10860","396","3755","424",
"0500000US17107","Logan County, Illinois","11266","187","7716","308","3550","317",
"0500000US17109","McDonough County, Illinois","11856","321","7523","352","4333","393",
"0500000US17111","McHenry County, Illinois","117594","563","97259","1207","20335","1135",
"0500000US17113","McLean County, Illinois","70220","669","45704","814","24516","1065",
"0500000US17115","Macon County, Illinois","43468","625","30493","701","12975","723",
"0500000US17117","Macoupin County, Illinois","17576","364","13796","405","3780","390",
"0500000US17119","Madison County, Illinois","110134","796","81716","1370","28418","1213",
"0500000US17121","Marion County, Illinois","15512","253","11580","369","3932","337",
"0500000US17123","Marshall County, Illinois","5094","159","4036","162","1058","136",
"0500000US17125","Mason County, Illinois","5781","164","4730","193","1051","168",
"0500000US17127","Massac County, Illinois","5457","229","4167","228","1290","215",
"0500000US17129","Menard County, Illinois","5228","116","4154","169","1074","157",
"0500000US17131","Mercer County, Illinois","6565","176","5499","216","1066","173",
"0500000US17133","Monroe County, Illinois","13851","271","11726","297","2125","232",
"0500000US17135","Montgomery County, Illinois","11319","276","8758","346","2561","307",
"0500000US17137","Morgan County, Illinois","13076","309","9513","380","3563","359",
"0500000US17139","Moultrie County, Illinois","5817","147","4420","221","1397","229",
"0500000US17141","Ogle County, Illinois","20821","310","15693","418","5128","400",
"0500000US17143","Peoria County, Illinois","77755","629","52099","831","25656","945",
"0500000US17145","Perry County, Illinois","7875","250","6374","251","1501","234",
"0500000US17147","Piatt County, Illinois","6924","149","5875","197","1049","176",
"0500000US17149","Pike County, Illinois","5965","165","4632","210","1333","158",
"0500000US17151","Pope County, Illinois","1385","104","1195","100","190","54",
"0500000US17153","Pulaski County, Illinois","1940","115","1324","116","616","122",
"0500000US17155","Putnam County, Illinois","2465","137","2008","125","457","72",
"0500000US17157","Randolph County, Illinois","11945","226","9148","273","2797","275",
"0500000US17159","Richland County, Illinois","6443","221","4752","230","1691","212",
"0500000US17161","Rock Island County, Illinois","61733","532","43002","802","18731","758",
"0500000US17163","St. Clair County, Illinois","100846","1013","69023","1189","31823","1353",
"0500000US17165","Saline County, Illinois","10024","232","7272","340","2752","350",
"0500000US17167","Sangamon County, Illinois","84762","732","60443","1072","24319","1060",
"0500000US17169","Schuyler County, Illinois","2734","166","2172","171","562","151",
"0500000US17171","Scott County, Illinois","2046","76","1616","83","430","72",
"0500000US17173","Shelby County, Illinois","8918","233","6995","255","1923","217",
"0500000US17175","Stark County, Illinois","2285","71","1831","81","454","78",
"0500000US17177","Stephenson County, Illinois","19358","266","13726","394","5632","406",
"0500000US17179","Tazewell County, Illinois","54051","517","42349","788","11702","764",
"0500000US17181","Union County, Illinois","6868","238","5319","251","1549","204",
"0500000US17183","Vermilion County, Illinois","30084","385","21129","605","8955","586",
"0500000US17185","Wabash County, Illinois","4740","177","3618","186","1122","182",
"0500000US17187","Warren County, Illinois","6787","222","5101","226","1686","271",
"0500000US17189","Washington County, Illinois","5795","149","4874","181","921","150",
"0500000US17191","Wayne County, Illinois","6866","191","5382","254","1484","236",
"0500000US17193","White County, Illinois","5672","225","4372","221","1300","211",
"0500000US17195","Whiteside County, Illinois","23120","396","17786","452","5334","448",
"0500000US17197","Will County, Illinois","244273","835","202150","1705","42123","1561",
"0500000US17199","Williamson County, Illinois","28983","394","20477","568","8506","583",
"0500000US17201","Winnebago County, Illinois","116014","720","76408","1088","39606","1137",
"0500000US17203","Woodford County, Illinois","14685","263","12579","301","2106","277",
"0500000US18001","Adams County, Indiana","12401","244","10349","306","2052","276",
"0500000US18003","Allen County, Indiana","156570","692","107825","1275","48745","1348",
"0500000US18005","Bartholomew County, Indiana","33359","397","23123","614","10236","586",
"0500000US18007","Benton County, Indiana","3454","97","2755","123","699","113",
"0500000US18009","Blackford County, Indiana","5173","172","3821","210","1352","197",
"0500000US18011","Boone County, Indiana","28738","287","22641","604","6097","594",
"0500000US18013","Brown County, Indiana","6781","234","5873","249","908","187",
"0500000US18015","Carroll County, Indiana","8085","218","6645","280","1440","238",
"0500000US18017","Cass County, Indiana","15037","259","11167","442","3870","374",
"0500000US18019","Clark County, Indiana","51242","568","38300","857","12942","811",
"0500000US18021","Clay County, Indiana","10549","339","8530","452","2019","342",
"0500000US18023","Clinton County, Indiana","12496","235","9271","287","3225","305",
"0500000US18025","Crawford County, Indiana","4582","222","3727","228","855","189",
"0500000US18027","Daviess County, Indiana","11814","261","8552","345","3262","338",
"0500000US18029","Dearborn County, Indiana","20282","250","17287","343","2995","313",
"0500000US18031","Decatur County, Indiana","10712","254","8151","369","2561","334",
"0500000US18033","DeKalb County, Indiana","17096","290","14029","371","3067","400",
"0500000US18035","Delaware County, Indiana","46256","652","30751","633","15505","706",
"0500000US18037","Dubois County, Indiana","17574","331","13131","450","4443","472",
"0500000US18039","Elkhart County, Indiana","72309","879","51749","1159","20560","1035",
"0500000US18041","Fayette County, Indiana","9422","278","6792","282","2630","276",
"0500000US18043","Floyd County, Indiana","31916","418","23358","580","8558","519",
"0500000US18045","Fountain County, Indiana","6941","228","5181","241","1760","236",
"0500000US18047","Franklin County, Indiana","9211","195","7509","328","1702","304",
"0500000US18049","Fulton County, Indiana","8051","270","6447","327","1604","274",
"0500000US18051","Gibson County, Indiana","13438","319","10307","362","3131","330",
"0500000US18053","Grant County, Indiana","26773","432","19470","600","7303","518",
"0500000US18055","Greene County, Indiana","13107","233","10093","372","3014","359",
"0500000US18057","Hamilton County, Indiana","137252","947","104416","1333","32836","1361",
"0500000US18059","Hancock County, Indiana","33474","294","26619","661","6855","622",
"0500000US18061","Harrison County, Indiana","15497","373","12962","429","2535","294",
"0500000US18063","Hendricks County, Indiana","67110","529","52502","975","14608","1041",
"0500000US18065","Henry County, Indiana","18642","329","14203","425","4439","397",
"0500000US18067","Howard County, Indiana","35593","532","25119","702","10474","717",
"0500000US18069","Huntington County, Indiana","15403","237","11920","315","3483","328",
"0500000US18071","Jackson County, Indiana","18138","319","13272","455","4866","471",
"0500000US18073","Jasper County, Indiana","12755","252","10659","278","2096","240",
"0500000US18075","Jay County, Indiana","7807","249","6239","246","1568","231",
"0500000US18077","Jefferson County, Indiana","12790","342","9188","437","3602","466",
"0500000US18079","Jennings County, Indiana","10944","242","8621","360","2323","357",
"0500000US18081","Johnson County, Indiana","62554","615","45493","1037","17061","1039",
"0500000US18083","Knox County, Indiana","15169","335","10285","381","4884","405",
"0500000US18085","Kosciusko County, Indiana","31934","568","24583","688","7351","632",
"0500000US18087","LaGrange County, Indiana","12897","310","10707","316","2190","254",
"0500000US18089","Lake County, Indiana","195130","954","139856","1530","55274","1617",
"0500000US18091","LaPorte County, Indiana","43633","564","32614","855","11019","713",
"0500000US18093","Lawrence County, Indiana","19135","296","15438","387","3697","327",
"0500000US18095","Madison County, Indiana","53429","591","37488","783","15941","794",
"0500000US18097","Marion County, Indiana","400432","1895","226441","2971","173991","3120",
"0500000US18099","Marshall County, Indiana","17758","320","13561","434","4197","441",
"0500000US18101","Martin County, Indiana","3904","176","3065","186","839","184",
"0500000US18103","Miami County, Indiana","13318","263","10143","286","3175","316",
"0500000US18105","Monroe County, Indiana","59236","750","31967","743","27269","918",
"0500000US18107","Montgomery County, Indiana","15602","278","12524","453","3078","412",
"0500000US18109","Morgan County, Indiana","28279","328","23225","502","5054","510",
"0500000US18111","Newton County, Indiana","5726","124","4644","195","1082","175",
"0500000US18113","Noble County, Indiana","18179","348","14025","547","4154","477",
"0500000US18115","Ohio County, Indiana","2619","78","2130","127","489","121",
"0500000US18117","Orange County, Indiana","7970","225","6272","272","1698","258",
"0500000US18119","Owen County, Indiana","8618","259","7012","303","1606","220",
"0500000US18121","Parke County, Indiana","6147","232","5067","227","1080","173",
"0500000US18123","Perry County, Indiana","7758","194","5857","245","1901","218",
"0500000US18125","Pike County, Indiana","5021","162","4351","178","670","120",
"0500000US18127","Porter County, Indiana","68639","517","53352","909","15287","872",
"0500000US18129","Posey County, Indiana","10533","199","8668","313","1865","287",
"0500000US18131","Pulaski County, Indiana","4950","159","3692","226","1258","221",
"0500000US18133","Putnam County, Indiana","14142","267","10663","358","3479","415",
"0500000US18135","Randolph County, Indiana","10364","214","8009","315","2355","278",
"0500000US18137","Ripley County, Indiana","11531","238","8861","282","2670","330",
"0500000US18139","Rush County, Indiana","6746","179","5050","256","1696","250",
"0500000US18141","St. Joseph County, Indiana","107252","645","74022","1128","33230","1040",
"0500000US18143","Scott County, Indiana","9848","295","6984","450","2864","394",
"0500000US18145","Shelby County, Indiana","18450","250","13368","448","5082","437",
"0500000US18147","Spencer County, Indiana","8078","143","6571","241","1507","216",
"0500000US18149","Starke County, Indiana","8983","275","7453","255","1530","225",
"0500000US18151","Steuben County, Indiana","14058","445","11172","391","2886","392",
"0500000US18153","Sullivan County, Indiana","7832","207","5983","269","1849","212",
"0500000US18155","Switzerland County, Indiana","3875","159","3043","171","832","144",
"0500000US18157","Tippecanoe County, Indiana","75808","693","40470","898","35338","1030",
"0500000US18159","Tipton County, Indiana","6266","195","5099","264","1167","206",
"0500000US18161","Union County, Indiana","2940","115","2347","127","593","123",
"0500000US18163","Vanderburgh County, Indiana","78270","740","50903","1080","27367","978",
"0500000US18165","Vermillion County, Indiana","6594","220","4960","265","1634","257",
"0500000US18167","Vigo County, Indiana","42399","516","26162","773","16237","767",
"0500000US18169","Wabash County, Indiana","12674","321","10200","392","2474","281",
"0500000US18171","Warren County, Indiana","3359","115","2767","136","592","120",
"0500000US18173","Warrick County, Indiana","25163","386","20737","504","4426","469",
"0500000US18175","Washington County, Indiana","11229","207","9214","269","2015","250",
"0500000US18177","Wayne County, Indiana","26975","385","18673","599","8302","634",
"0500000US18179","Wells County, Indiana","11546","172","8731","362","2815","330",
"0500000US18181","White County, Indiana","10254","302","8306","296","1948","300",
"0500000US18183","Whitley County, Indiana","14029","249","11481","369","2548","325",
"0500000US19001","Adair County, Iowa","3236","99","2393","119","843","116",
"0500000US19003","Adams County, Iowa","1540","92","1188","89","352","77",
"0500000US19005","Allamakee County, Iowa","5950","196","4734","207","1216","224",
"0500000US19007","Appanoose County, Iowa","5199","197","3576","216","1623","197",
"0500000US19009","Audubon County, Iowa","2596","68","1977","106","619","108",
"0500000US19011","Benton County, Iowa","10202","191","8671","247","1531","188",
"0500000US19013","Black Hawk County, Iowa","54563","530","36139","715","18424","792",
"0500000US19015","Boone County, Iowa","10936","270","8749","304","2187","296",
"0500000US19017","Bremer County, Iowa","9716","152","7740","215","1976","243",
"0500000US19019","Buchanan County, Iowa","8252","200","6777","233","1475","169",
"0500000US19021","Buena Vista County, Iowa","7546","181","5525","275","2021","272",
"0500000US19023","Butler County, Iowa","5863","132","4931","141","932","108",
"0500000US19025","Calhoun County, Iowa","3993","153","3215","144","778","104",
"0500000US19027","Carroll County, Iowa","8801","207","6784","267","2017","281",
"0500000US19029","Cass County, Iowa","5844","131","4182","217","1662","171",
"0500000US19031","Cedar County, Iowa","7622","184","6210","179","1412","173",
"0500000US19033","Cerro Gordo County, Iowa","19538","376","13745","413","5793","510",
"0500000US19035","Cherokee County, Iowa","5045","161","3810","185","1235","179",
"0500000US19037","Chickasaw County, Iowa","4997","396","4044","288","953","204",
"0500000US19039","Clarke County, Iowa","4071","200","2944","271","1127","258",
"0500000US19041","Clay County, Iowa","7282","206","5340","278","1942","291",
"0500000US19043","Clayton County, Iowa","7509","195","5856","233","1653","185",
"0500000US19045","Clinton County, Iowa","19506","357","14541","402","4965","411",
"0500000US19047","Crawford County, Iowa","6331","174","4810","212","1521","214",
"0500000US19049","Dallas County, Iowa","42471","501","29326","717","13145","685",
"0500000US19051","Davis County, Iowa","3201","134","2665","134","536","121",
"0500000US19053","Decatur County, Iowa","3055","119","2130","118","925","157",
"0500000US19055","Delaware County, Iowa","7369","218","5865","226","1504","229",
"0500000US19057","Des Moines County, Iowa","17178","316","12823","468","4355","474",
"0500000US19059","Dickinson County, Iowa","8845","279","6851","289","1994","284",
"0500000US19061","Dubuque County, Iowa","40989","363","30062","495","10927","501",
"0500000US19063","Emmet County, Iowa","4063","150","3226","175","837","121",
"0500000US19065","Fayette County, Iowa","8342","182","6385","208","1957","203",
"0500000US19067","Floyd County, Iowa","6503","222","4982","251","1521","249",
"0500000US19069","Franklin County, Iowa","4198","152","3040","165","1158","211",
"0500000US19071","Fremont County, Iowa","2823","75","2211","115","612","101",
"0500000US19073","Greene County, Iowa","3922","123","2997","167","925","163",
"0500000US19075","Grundy County, Iowa","5117","92","4323","126","794","109",
"0500000US19077","Guthrie County, Iowa","4600","192","3864","127","736","140",
"0500000US19079","Hamilton County, Iowa","6434","208","4721","270","1713","220",
"0500000US19081","Hancock County, Iowa","4673","123","3853","144","820","138",
"0500000US19083","Hardin County, Iowa","7038","178","5177","264","1861","217",
"0500000US19085","Harrison County, Iowa","6089","124","4697","182","1392","176",
"0500000US19087","Henry County, Iowa","7644","226","5667","259","1977","240",
"0500000US19089","Howard County, Iowa","3773","182","2921","148","852","155",
"0500000US19091","Humboldt County, Iowa","4219","95","3255","107","964","122",
"0500000US19093","Ida County, Iowa","3050","109","2224","100","826","113",
"0500000US19095","Iowa County, Iowa","6909","127","5292","231","1617","224",
"0500000US19097","Jackson County, Iowa","8242","188","6653","225","1589","198",
"0500000US19099","Jasper County, Iowa","15010","265","10859","416","4151","386",
"0500000US19101","Jefferson County, Iowa","6952","224","4706","283","2246","300",
"0500000US19103","Johnson County, Iowa","63341","680","37605","831","25736","899",
"0500000US19105","Jones County, Iowa","8198","187","6606","213","1592","201",
"0500000US19107","Keokuk County, Iowa","4068","105","3306","126","762","104",
"0500000US19109","Kossuth County, Iowa","6543","147","5144","211","1399","203",
"0500000US19111","Lee County, Iowa","14323","210","10934","351","3389","321",
"0500000US19113","Linn County, Iowa","95600","577","70274","876","25326","974",
"0500000US19115","Louisa County, Iowa","4237","132","3401","175","836","153",
"0500000US19117","Lucas County, Iowa","3708","103","2921","139","787","137",
"0500000US19119","Lyon County, Iowa","4479","121","3624","143","855","121",
"0500000US19121","Madison County, Iowa","6696","151","5366","239","1330","222",
"0500000US19123","Mahaska County, Iowa","8743","221","5942","290","2801","285",
"0500000US19125","Marion County, Iowa","13316","258","10346","249","2970","285",
"0500000US19127","Marshall County, Iowa","15496","282","11622","375","3874","387",
"0500000US19129","Mills County, Iowa","5394","155","4506","219","888","159",
"0500000US19131","Mitchell County, Iowa","4597","117","3677","152","920","135",
"0500000US19133","Monona County, Iowa","3878","116","2935","154","943","132",
"0500000US19135","Monroe County, Iowa","3089","141","2511","150","578","147",
"0500000US19137","Montgomery County, Iowa","4585","149","3170","220","1415","194",
"0500000US19139","Muscatine County, Iowa","17345","339","12820","433","4525","442",
"0500000US19141","O'Brien County, Iowa","5809","230","4421","260","1388","231",
"0500000US19143","Osceola County, Iowa","2634","97","2051","117","583","99",
"0500000US19145","Page County, Iowa","6255","189","4412","232","1843","262",
"0500000US19147","Palo Alto County, Iowa","3782","136","2915","142","867","138",
"0500000US19149","Plymouth County, Iowa","10313","187","7591","312","2722","310",
"0500000US19151","Pocahontas County, Iowa","3000","119","2318","113","682","117",
"0500000US19153","Polk County, Iowa","205358","1156","138309","1741","67049","1779",
"0500000US19155","Pottawattamie County, Iowa","37642","389","26311","588","11331","593",
"0500000US19157","Poweshiek County, Iowa","7804","274","5557","317","2247","299",
"0500000US19159","Ringgold County, Iowa","1899","110","1490","90","409","84",
"0500000US19161","Sac County, Iowa","4302","110","3356","139","946","139",
"0500000US19163","Scott County, Iowa","73132","622","51176","862","21956","900",
"0500000US19165","Shelby County, Iowa","4882","155","3798","221","1084","176",
"0500000US19167","Sioux County, Iowa","12690","181","9661","289","3029","281",
"0500000US19169","Story County, Iowa","38904","509","21599","616","17305","699",
"0500000US19171","Tama County, Iowa","6720","173","5104","166","1616","179",
"0500000US19173","Taylor County, Iowa","2488","87","1938","106","550","94",
"0500000US19175","Union County, Iowa","5116","177","3690","192","1426","206",
"0500000US19177","Van Buren County, Iowa","2896","123","2364","134","532","112",
"0500000US19179","Wapello County, Iowa","13997","276","9575","419","4422","437",
"0500000US19181","Warren County, Iowa","20679","291","17027","414","3652","381",
"0500000US19183","Washington County, Iowa","8972","201","6641","234","2331","238",
"0500000US19185","Wayne County, Iowa","2565","92","2075","88","490","75",
"0500000US19187","Webster County, Iowa","15375","369","10815","462","4560","440",
"0500000US19189","Winnebago County, Iowa","4641","125","3277","200","1364","212",
"0500000US19191","Winneshiek County, Iowa","8139","218","6039","213","2100","228",
"0500000US19193","Woodbury County, Iowa","40699","421","27754","719","12945","697",
"0500000US19195","Worth County, Iowa","3178","90","2644","94","534","87",
"0500000US19197","Wright County, Iowa","5353","190","4122","206","1231","159",
"0500000US20001","Allen County, Kansas","5011","201","3780","220","1231","191",
"0500000US20003","Anderson County, Kansas","3208","119","2531","151","677","160",
"0500000US20005","Atchison County, Kansas","5735","259","4124","294","1611","240",
"0500000US20007","Barber County, Kansas","1828","127","1480","120","348","73",
"0500000US20009","Barton County, Kansas","10380","330","6764","318","3616","367",
"0500000US20011","Bourbon County, Kansas","5840","205","4324","205","1516","253",
"0500000US20013","Brown County, Kansas","3794","154","2896","155","898","140",
"0500000US20015","Butler County, Kansas","25338","398","19653","520","5685","444",
"0500000US20017","Chase County, Kansas","1147","74","841","92","306","77",
"0500000US20019","Chautauqua County, Kansas","1356","96","1112","76","244","64",
"0500000US20021","Cherokee County, Kansas","7887","231","5957","313","1930","262",
"0500000US20023","Cheyenne County, Kansas","1210","73","942","82","268","68",
"0500000US20025","Clark County, Kansas","788","70","580","68","208","52",
"0500000US20027","Clay County, Kansas","3522","136","2747","184","775","166",
"0500000US20029","Cloud County, Kansas","3819","168","2825","179","994","160",
"0500000US20031","Coffey County, Kansas","3545","109","2691","136","854","120",
"0500000US20033","Comanche County, Kansas","824","86","605","69","219","71",
"0500000US20035","Cowley County, Kansas","13387","380","9117","378","4270","440",
"0500000US20037","Crawford County, Kansas","15838","311","9628","384","6210","465",
"0500000US20039","Decatur County, Kansas","1327","79","1031","92","296","91",
"0500000US20041","Dickinson County, Kansas","8016","196","6298","240","1718","217",
"0500000US20043","Doniphan County, Kansas","2724","130","2208","138","516","107",
"0500000US20045","Douglas County, Kansas","50406","600","25246","622","25160","720",
"0500000US20047","Edwards County, Kansas","1162","62","920","74","242","47",
"0500000US20049","Elk County, Kansas","999","71","787","66","212","47",
"0500000US20051","Ellis County, Kansas","12251","259","7742","341","4509","414",
"0500000US20053","Ellsworth County, Kansas","2453","108","1968","108","485","92",
"0500000US20055","Finney County, Kansas","13229","257","8589","413","4640","398",
"0500000US20057","Ford County, Kansas","11796","245","7371","379","4425","375",
"0500000US20059","Franklin County, Kansas","10409","275","7518","334","2891","299",
"0500000US20061","Geary County, Kansas","14158","327","6161","403","7997","472",
"0500000US20063","Gove County, Kansas","1168","94","927","73","241","65",
"0500000US20065","Graham County, Kansas","1191","70","939","68","252","64",
"0500000US20067","Grant County, Kansas","2379","164","1824","196","555","192",
"0500000US20069","Gray County, Kansas","2136","72","1646","92","490","84",
"0500000US20071","Greeley County, Kansas","541","53","406","46","135","42",
"0500000US20073","Greenwood County, Kansas","2666","138","2145","129","521","110",
"0500000US20075","Hamilton County, Kansas","757","117","584","104","173","78",
"0500000US20077","Harper County, Kansas","2206","120","1657","116","549","97",
"0500000US20079","Harvey County, Kansas","13700","254","9569","411","4131","411",
"0500000US20081","Haskell County, Kansas","1403","46","1070","83","333","80",
"0500000US20083","Hodgeman County, Kansas","697","66","551","62","146","38",
"0500000US20085","Jackson County, Kansas","5013","185","3865","187","1148","163",
"0500000US20087","Jefferson County, Kansas","7412","177","6352","243","1060","210",
"0500000US20089","Jewell County, Kansas","1317","77","976","89","341","72",
"0500000US20091","Johnson County, Kansas","249531","1006","171016","1661","78515","1582",
"0500000US20093","Kearny County, Kansas","1427","75","1023","104","404","95",
"0500000US20095","Kingman County, Kansas","3166","134","2098","159","1068","187",
"0500000US20097","Kiowa County, Kansas","955","55","697","49","258","53",
"0500000US20099","Labette County, Kansas","8078","227","5978","277","2100","265",
"0500000US20101","Lane County, Kansas","709","82","630","86","79","37",
"0500000US20103","Leavenworth County, Kansas","30164","403","20910","573","9254","603",
"0500000US20105","Lincoln County, Kansas","1278","79","1028","69","250","51",
"0500000US20107","Linn County, Kansas","4348","179","3528","173","820","134",
"0500000US20109","Logan County, Kansas","1241","56","805","67","436","79",
"0500000US20111","Lyon County, Kansas","13481","302","7801","394","5680","407",
"0500000US20113","McPherson County, Kansas","12162","245","9179","290","2983","335",
"0500000US20115","Marion County, Kansas","4750","179","3862","163","888","133",
"0500000US20117","Marshall County, Kansas","4176","130","3340","144","836","160",
"0500000US20119","Meade County, Kansas","1502","102","1111","114","391","66",
"0500000US20121","Miami County, Kansas","13738","175","10745","430","2993","454",
"0500000US20123","Mitchell County, Kansas","2680","94","1850","152","830","151",
"0500000US20125","Montgomery County, Kansas","12880","346","9392","397","3488","393",
"0500000US20127","Morris County, Kansas","2550","140","2043","144","507","108",
"0500000US20129","Morton County, Kansas","972","101","830","110","142","58",
"0500000US20131","Nemaha County, Kansas","4031","120","3144","169","887","154",
"0500000US20133","Neosho County, Kansas","6464","202","4989","237","1475","233",
"0500000US20135","Ness County, Kansas","1161","58","947","65","214","48",
"0500000US20137","Norton County, Kansas","2000","156","1524","148","476","139",
"0500000US20139","Osage County, Kansas","6432","153","5297","185","1135","175",
"0500000US20141","Osborne County, Kansas","1579","67","1219","69","360","67",
"0500000US20143","Ottawa County, Kansas","2408","82","1858","84","550","99",
"0500000US20145","Pawnee County, Kansas","2391","165","1582","180","809","181",
"0500000US20147","Phillips County, Kansas","2273","98","1773","113","500","98",
"0500000US20149","Pottawatomie County, Kansas","9381","270","7713","266","1668","258",
"0500000US20151","Pratt County, Kansas","3468","185","2540","192","928","149",
"0500000US20153","Rawlins County, Kansas","1170","52","827","68","343","73",
"0500000US20155","Reno County, Kansas","25592","459","17708","530","7884","545",
"0500000US20157","Republic County, Kansas","1996","108","1560","100","436","72",
"0500000US20159","Rice County, Kansas","3714","157","2875","158","839","155",
"0500000US20161","Riley County, Kansas","27695","467","12763","463","14932","562",
"0500000US20163","Rooks County, Kansas","2136","103","1587","113","549","119",
"0500000US20165","Rush County, Kansas","1387","85","1076","90","311","76",
"0500000US20167","Russell County, Kansas","3100","146","2327","149","773","173",
"0500000US20169","Saline County, Kansas","22523","353","15121","552","7402","572",
"0500000US20171","Scott County, Kansas","2289","116","1538","185","751","159",
"0500000US20173","Sedgwick County, Kansas","206768","1311","130395","1743","76373","1693",
"0500000US20175","Seward County, Kansas","7257","261","4485","429","2772","420",
"0500000US20177","Shawnee County, Kansas","75458","597","50393","997","25065","1002",
"0500000US20179","Sheridan County, Kansas","987","57","758","61","229","49",
"0500000US20181","Sherman County, Kansas","2449","149","1605","176","844","164",
"0500000US20183","Smith County, Kansas","1578","85","1338","85","240","50",
"0500000US20185","Stafford County, Kansas","1579","92","1300","81","279","58",
"0500000US20187","Stanton County, Kansas","856","110","655","125","201","71",
"0500000US20189","Stevens County, Kansas","1888","124","1406","129","482","133",
"0500000US20191","Sumner County, Kansas","8970","203","6733","322","2237","274",
"0500000US20193","Thomas County, Kansas","3139","161","2362","154","777","147",
"0500000US20195","Trego County, Kansas","1367","75","1124","98","243","86",
"0500000US20197","Wabaunsee County, Kansas","2684","113","2176","150","508","123",
"0500000US20199","Wallace County, Kansas","599","55","448","54","151","39",
"0500000US20201","Washington County, Kansas","2373","84","1862","92","511","83",
"0500000US20203","Wichita County, Kansas","824","80","643","98","181","71",
"0500000US20205","Wilson County, Kansas","3517","197","2734","161","783","156",
"0500000US20207","Woodson County, Kansas","1254","82","1061","82","193","67",
"0500000US20209","Wyandotte County, Kansas","61562","603","38150","987","23412","927",
"0500000US21001","Adair County, Kentucky","7136","263","5510","322","1626","286",
"0500000US21003","Allen County, Kentucky","8035","252","5983","324","2052","290",
"0500000US21005","Anderson County, Kentucky","9653","246","7492","406","2161","365",
"0500000US21007","Ballard County, Kentucky","3209","123","2438","161","771","132",
"0500000US21009","Barren County, Kentucky","18017","339","11743","531","6274","451",
"0500000US21011","Bath County, Kentucky","4698","210","3510","237","1188","204",
"0500000US21013","Bell County, Kentucky","9939","280","5847","359","4092","351",
"0500000US21015","Boone County, Kentucky","50963","530","38868","857","12095","755",
"0500000US21017","Bourbon County, Kentucky","8134","240","5181","297","2953","298",
"0500000US21019","Boyd County, Kentucky","19309","401","13549","549","5760","484",
"0500000US21021","Boyle County, Kentucky","12045","221","8185","314","3860","341",
"0500000US21023","Bracken County, Kentucky","3364","145","2642","169","722","147",
"0500000US21025","Breathitt County, Kentucky","5464","196","4185","224","1279","188",
"0500000US21027","Breckinridge County, Kentucky","8069","304","6569","321","1500","269",
"0500000US21029","Bullitt County, Kentucky","31747","383","26962","519","4785","463",
"0500000US21031","Butler County, Kentucky","4567","178","3367","194","1200","162",
"0500000US21033","Caldwell County, Kentucky","5025","187","3528","222","1497","221",
"0500000US21035","Calloway County, Kentucky","15239","332","9738","339","5501","445",
"0500000US21037","Campbell County, Kentucky","39232","440","27886","591","11346","617",
"0500000US21039","Carlisle County, Kentucky","1865","114","1499","123","366","78",
"0500000US21041","Carroll County, Kentucky","4178","178","2747","227","1431","232",
"0500000US21043","Carter County, Kentucky","10794","290","8639","297","2155","287",
"0500000US21045","Casey County, Kentucky","6482","217","5167","277","1315","260",
"0500000US21047","Christian County, Kentucky","25725","345","12874","547","12851","594",
"0500000US21049","Clark County, Kentucky","15055","270","10640","389","4415","407",
"0500000US21051","Clay County, Kentucky","7288","291","5565","323","1723","294",
"0500000US21053","Clinton County, Kentucky","3854","179","2742","210","1112","197",
"0500000US21055","Crittenden County, Kentucky","3543","206","2771","197","772","171",
"0500000US21057","Cumberland County, Kentucky","2630","191","1986","213","644","193",
"0500000US21059","Daviess County, Kentucky","41639","432","28341","733","13298","723",
"0500000US21061","Edmonson County, Kentucky","5099","182","4086","252","1013","197",
"0500000US21063","Elliott County, Kentucky","2440","159","1993","189","447","123",
"0500000US21065","Estill County, Kentucky","5975","219","4207","270","1768","278",
"0500000US21067","Fayette County, Kentucky","139715","787","75121","1212","64594","1224",
"0500000US21069","Fleming County, Kentucky","5859","250","4384","256","1475","206",
"0500000US21071","Floyd County, Kentucky","14700","361","10611","403","4089","372",
"0500000US21073","Franklin County, Kentucky","22718","373","14646","544","8072","610",
"0500000US21075","Fulton County, Kentucky","2550","122","1576","165","974","178",
"0500000US21077","Gallatin County, Kentucky","3265","148","2451","171","814","161",
"0500000US21079","Garrard County, Kentucky","6695","168","5349","229","1346","209",
"0500000US21081","Grant County, Kentucky","9224","266","6930","359","2294","318",
