"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"0500000US31039","Cuming County, Nebraska","3807","114","2624","177","1183","151",
"0500000US31041","Custer County, Nebraska","4502","159","3104","144","1398","166",
"0500000US31043","Dakota County, Nebraska","7459","146","4767","259","2692","269",
"0500000US31045","Dawes County, Nebraska","3453","216","2133","196","1320","251",
"0500000US31047","Dawson County, Nebraska","9145","180","6068","266","3077","320",
"0500000US31049","Deuel County, Nebraska","837","75","683","65","154","43",
"0500000US31051","Dixon County, Nebraska","2188","88","1674","94","514","82",
"0500000US31053","Dodge County, Nebraska","15168","319","10150","395","5018","391",
"0500000US31055","Douglas County, Nebraska","238430","938","146697","1560","91733","1654",
"0500000US31057","Dundy County, Nebraska","779","75","573","66","206","59",
"0500000US31059","Fillmore County, Nebraska","2357","91","1895","101","462","80",
"0500000US31061","Franklin County, Nebraska","1293","52","1076","49","217","48",
"0500000US31063","Frontier County, Nebraska","1074","72","795","70","279","64",
"0500000US31065","Furnas County, Nebraska","2010","91","1534","78","476","71",
"0500000US31067","Gage County, Nebraska","9327","205","6858","275","2469","242",
"0500000US31069","Garden County, Nebraska","858","90","675","97","183","49",
"0500000US31071","Garfield County, Nebraska","701","71","533","54","168","54",
"0500000US31073","Gosper County, Nebraska","836","84","677","77","159","44",
"0500000US31075","Grant County, Nebraska","284","50","201","41","83","26",
"0500000US31077","Greeley County, Nebraska","958","58","783","51","175","41",
"0500000US31079","Hall County, Nebraska","24587","266","15239","509","9348","518",
"0500000US31081","Hamilton County, Nebraska","3628","155","3010","147","618","142",
"0500000US31083","Harlan County, Nebraska","1197","100","1027","99","170","37",
"0500000US31085","Hayes County, Nebraska","377","49","256","41","121","39",
"0500000US31087","Hitchcock County, Nebraska","1111","71","874","68","237","56",
"0500000US31089","Holt County, Nebraska","4050","127","2927","177","1123","169",
"0500000US31091","Hooker County, Nebraska","327","40","181","30","146","35",
"0500000US31093","Howard County, Nebraska","2504","108","1959","112","545","109",
"0500000US31095","Jefferson County, Nebraska","3136","138","2348","166","788","161",
"0500000US31097","Johnson County, Nebraska","1708","92","1148","84","560","91",
"0500000US31099","Kearney County, Nebraska","2814","86","2180","118","634","112",
"0500000US31101","Keith County, Nebraska","4051","149","2881","175","1170","163",
"0500000US31103","Keya Paha County, Nebraska","302","41","244","38","58","21",
"0500000US31105","Kimball County, Nebraska","1489","93","1120","113","369","85",
"0500000US31107","Knox County, Nebraska","3422","118","2684","130","738","99",
"0500000US31109","Lancaster County, Nebraska","134126","753","79065","1192","55061","1274",
"0500000US31111","Lincoln County, Nebraska","14890","264","9772","438","5118","460",
"0500000US31113","Logan County, Nebraska","299","38","236","37","63","22",
"0500000US31115","Loup County, Nebraska","244","40","179","33","65","26",
"0500000US31117","McPherson County, Nebraska","212","54","138","30","74","48",
"0500000US31119","Madison County, Nebraska","14462","224","9465","310","4997","308",
"0500000US31121","Merrick County, Nebraska","3205","127","2634","120","571","105",
"0500000US31123","Morrill County, Nebraska","1918","92","1482","101","436","87",
"0500000US31125","Nance County, Nebraska","1342","61","978","63","364","55",
"0500000US31127","Nemaha County, Nebraska","2847","137","1875","120","972","163",
"0500000US31129","Nuckolls County, Nebraska","1919","89","1602","97","317","79",
"0500000US31131","Otoe County, Nebraska","6383","187","5252","211","1131","206",
"0500000US31133","Pawnee County, Nebraska","1090","65","874","62","216","47",
"0500000US31135","Perkins County, Nebraska","1192","62","938","61","254","55",
"0500000US31137","Phelps County, Nebraska","3916","103","2675","142","1241","158",
"0500000US31139","Pierce County, Nebraska","2842","85","2221","119","621","105",
"0500000US31141","Platte County, Nebraska","13658","221","9777","348","3881","370",
"0500000US31143","Polk County, Nebraska","2114","92","1669","81","445","70",
"0500000US31145","Red Willow County, Nebraska","4504","217","3289","239","1215","254",
"0500000US31147","Richardson County, Nebraska","3554","125","2748","126","806","130",
"0500000US31149","Rock County, Nebraska","600","53","416","43","184","46",
"0500000US31151","Saline County, Nebraska","5143","203","3903","192","1240","211",
"0500000US31153","Sarpy County, Nebraska","74097","490","52128","914","21969","814",
"0500000US31155","Saunders County, Nebraska","8899","249","7308","298","1591","225",
"0500000US31157","Scotts Bluff County, Nebraska","15078","275","10451","384","4627","426",
"0500000US31159","Seward County, Nebraska","6788","154","4888","176","1900","183",
"0500000US31161","Sheridan County, Nebraska","2108","97","1563","78","545","89",
"0500000US31163","Sherman County, Nebraska","1325","91","999","87","326","69",
"0500000US31165","Sioux County, Nebraska","490","57","292","46","198","44",
"0500000US31167","Stanton County, Nebraska","2313","70","1810","113","503","117",
"0500000US31169","Thayer County, Nebraska","2087","75","1618","73","469","79",
"0500000US31171","Thomas County, Nebraska","304","38","207","34","97","30",
"0500000US31173","Thurston County, Nebraska","1990","42","1214","75","776","72",
"0500000US31175","Valley County, Nebraska","1796","107","1325","94","471","93",
"0500000US31177","Washington County, Nebraska","8429","182","7010","228","1419","228",
"0500000US31179","Wayne County, Nebraska","3753","105","2299","183","1454","186",
"0500000US31181","Webster County, Nebraska","1493","89","1203","84","290","69",
"0500000US31183","Wheeler County, Nebraska","359","40","279","34","80","25",
"0500000US31185","York County, Nebraska","5712","181","4314","198","1398","188",
"0500000US32001","Churchill County, Nevada","9516","323","6650","357","2866","388",
"0500000US32003","Clark County, Nevada","862518","2566","498384","3879","364134","4074",
"0500000US32005","Douglas County, Nevada","21325","375","16811","516","4514","479",
"0500000US32007","Elko County, Nevada","19627","348","14004","487","5623","535",
"0500000US32009","Esmeralda County, Nevada","503","140","306","90","197","124",
"0500000US32011","Eureka County, Nevada","622","144","516","148","106","68",
"0500000US32013","Humboldt County, Nevada","6911","214","5112","306","1799","318",
"0500000US32015","Lander County, Nevada","2129","240","1648","244","481","142",
"0500000US32017","Lincoln County, Nevada","1717","176","1287","196","430","168",
"0500000US32019","Lyon County, Nevada","23745","381","18202","541","5543","548",
"0500000US32021","Mineral County, Nevada","1830","227","1327","212","503","179",
"0500000US32023","Nye County, Nevada","22175","438","17250","602","4925","530",
"0500000US32027","Pershing County, Nevada","1736","177","1268","154","468","146",
"0500000US32029","Storey County, Nevada","1892","189","1818","195","74","56",
"0500000US32031","Washoe County, Nevada","199296","1231","119312","1804","79984","1743",
"0500000US32033","White Pine County, Nevada","3359","206","2533","211","826","194",
"0500000US32510","Carson City, Nevada","23692","385","14769","503","8923","503",
"0500000US33001","Belknap County, New Hampshire","26337","724","21097","755","5240","523",
"0500000US33003","Carroll County, New Hampshire","21847","657","18210","624","3637","402",
"0500000US33005","Cheshire County, New Hampshire","30620","523","22264","566","8356","579",
"0500000US33007","Coos County, New Hampshire","14002","321","10396","371","3606","327",
"0500000US33009","Grafton County, New Hampshire","37107","626","26466","637","10641","637",
"0500000US33011","Hillsborough County, New Hampshire","168740","1106","113710","1310","55030","1186",
"0500000US33013","Merrimack County, New Hampshire","60901","490","44754","759","16147","684",
"0500000US33015","Rockingham County, New Hampshire","127570","801","100075","1186","27495","1181",
"0500000US33017","Strafford County, New Hampshire","52080","479","34950","772","17130","868",
"0500000US33019","Sullivan County, New Hampshire","16618","461","12531","493","4087","450",
"0500000US34001","Atlantic County, New Jersey","109557","883","75281","1322","34276","1309",
"0500000US34003","Bergen County, New Jersey","355127","1060","232025","2535","123102","2634",
"0500000US34005","Burlington County, New Jersey","177222","741","134924","1361","42298","1437",
"0500000US34007","Camden County, New Jersey","202540","891","131032","1932","71508","1921",
"0500000US34009","Cape May County, New Jersey","44884","745","36053","805","8831","694",
"0500000US34011","Cumberland County, New Jersey","53781","503","35782","999","17999","967",
"0500000US34013","Essex County, New Jersey","319788","1015","143579","2304","176209","2405",
"0500000US34015","Gloucester County, New Jersey","112545","623","90175","1057","22370","924",
"0500000US34017","Hudson County, New Jersey","299682","1343","92074","1957","207608","2159",
"0500000US34019","Hunterdon County, New Jersey","50860","274","43302","559","7558","536",
"0500000US34021","Mercer County, New Jersey","144114","834","89569","1662","54545","1760",
"0500000US34023","Middlesex County, New Jersey","307782","1150","195888","2110","111894","2016",
"0500000US34025","Monmouth County, New Jersey","251712","1121","190173","1568","61539","1684",
"0500000US34027","Morris County, New Jersey","193245","705","143562","1613","49683","1568",
"0500000US34029","Ocean County, New Jersey","243843","1514","196874","2083","46969","1727",
"0500000US34031","Passaic County, New Jersey","178936","778","94970","1482","83966","1532",
"0500000US34033","Salem County, New Jersey","24846","391","17635","473","7211","517",
"0500000US34035","Somerset County, New Jersey","130802","435","97187","1176","33615","1269",
"0500000US34037","Sussex County, New Jersey","57767","572","48366","720","9401","577",
"0500000US34039","Union County, New Jersey","203277","863","116605","1743","86672","1707",
"0500000US34041","Warren County, New Jersey","45391","321","34072","704","11319","655",
"0500000US35001","Bernalillo County, New Mexico","285495","1070","184254","1984","101241","1886",
"0500000US35003","Catron County, New Mexico","1789","190","1678","199","111","84",
"0500000US35005","Chaves County, New Mexico","23712","501","16904","523","6808","607",
"0500000US35006","Cibola County, New Mexico","8503","319","6470","368","2033","272",
"0500000US35007","Colfax County, New Mexico","5368","242","3853","213","1515","251",
"0500000US35009","Curry County, New Mexico","18595","488","11653","563","6942","660",
"0500000US35011","De Baca County, New Mexico","820","119","586","182","234","178",
"0500000US35013","Doña Ana County, New Mexico","84889","858","55574","1332","29315","1346",
"0500000US35015","Eddy County, New Mexico","23620","573","17325","739","6295","747",
"0500000US35017","Grant County, New Mexico","11295","395","8561","405","2734","363",
"0500000US35019","Guadalupe County, New Mexico","1490","195","1112","179","378","119",
"0500000US35021","Harding County, New Mexico","286","62","220","56","66","32",
"0500000US35023","Hidalgo County, New Mexico","1478","107","1194","116","284","72",
"0500000US35025","Lea County, New Mexico","24670","504","17559","654","7111","629",
"0500000US35027","Lincoln County, New Mexico","10000","514","7681","426","2319","450",
"0500000US35028","Los Alamos County, New Mexico","8247","164","6171","293","2076","294",
"0500000US35029","Luna County, New Mexico","9223","334","6537","450","2686","386",
"0500000US35031","McKinley County, New Mexico","21353","242","14900","412","6453","407",
"0500000US35033","Mora County, New Mexico","1968","189","1707","213","261","143",
"0500000US35035","Otero County, New Mexico","24480","637","16400","721","8080","635",
"0500000US35037","Quay County, New Mexico","4389","240","3142","256","1247","312",
"0500000US35039","Rio Arriba County, New Mexico","15647","468","12517","453","3130","364",
"0500000US35041","Roosevelt County, New Mexico","7441","266","4513","346","2928","333",
"0500000US35043","Sandoval County, New Mexico","56895","570","47530","832","9365","768",
"0500000US35045","San Juan County, New Mexico","41732","601","29713","872","12019","861",
"0500000US35047","San Miguel County, New Mexico","11931","366","8718","340","3213","341",
"0500000US35049","Santa Fe County, New Mexico","70767","567","50603","848","20164","848",
"0500000US35051","Sierra County, New Mexico","5440","340","3906","351","1534","310",
"0500000US35053","Socorro County, New Mexico","5269","288","3957","379","1312","320",
"0500000US35055","Taos County, New Mexico","15549","481","12067","547","3482","398",
"0500000US35057","Torrance County, New Mexico","6052","219","4947","265","1105","240",
"0500000US35059","Union County, New Mexico","1438","211","1041","189","397","115",
"0500000US35061","Valencia County, New Mexico","27583","458","22944","667","4639","586",
"0500000US36001","Albany County, New York","134703","1000","76213","1351","58490","1579",
"0500000US36003","Allegany County, New York","17710","319","14038","342","3672","254",
"0500000US36005","Bronx County, New York","534100","1505","107175","3086","426925","3463",
"0500000US36007","Broome County, New York","82005","806","52920","984","29085","1055",
"0500000US36009","Cattaraugus County, New York","31895","379","23996","405","7899","468",
"0500000US36011","Cayuga County, New York","31524","438","22518","566","9006","543",
"0500000US36013","Chautauqua County, New York","53393","785","36762","711","16631","773",
"0500000US36015","Chemung County, New York","35262","439","24132","593","11130","573",
"0500000US36017","Chenango County, New York","19890","381","14993","392","4897","402",
"0500000US36019","Clinton County, New York","33556","442","23273","571","10283","595",
"0500000US36021","Columbia County, New York","26627","558","20315","583","6312","416",
"0500000US36023","Cortland County, New York","18999","384","12597","388","6402","513",
"0500000US36025","Delaware County, New York","19203","485","14835","424","4368","406",
"0500000US36027","Dutchess County, New York","116275","524","80447","959","35828","952",
"0500000US36029","Erie County, New York","409665","1635","269652","2284","140013","2493",
"0500000US36031","Essex County, New York","16342","375","12625","339","3717","342",
"0500000US36033","Franklin County, New York","19514","405","14151","423","5363","448",
"0500000US36035","Fulton County, New York","22866","476","16320","612","6546","552",
"0500000US36037","Genesee County, New York","24873","296","18351","462","6522","459",
"0500000US36039","Greene County, New York","18674","510","14422","415","4252","419",
"0500000US36041","Hamilton County, New York","2423","155","1997","134","426","70",
"0500000US36043","Herkimer County, New York","25741","353","19723","513","6018","483",
"0500000US36045","Jefferson County, New York","47606","645","26018","723","21588","884",
"0500000US36047","Kings County, New York","1009927","2338","297916","3852","712011","4241",
"0500000US36049","Lewis County, New York","11110","274","8912","285","2198","199",
"0500000US36051","Livingston County, New York","24473","401","18684","383","5789","429",
"0500000US36053","Madison County, New York","26252","407","20545","418","5707","401",
"0500000US36055","Monroe County, New York","318428","1337","202708","2150","115720","2019",
"0500000US36057","Montgomery County, New York","19603","348","13798","392","5805","444",
"0500000US36059","Nassau County, New York","458166","1227","375466","2322","82700","2285",
"0500000US36061","New York County, New York","778281","4924","194982","4276","583299","5189",
"0500000US36063","Niagara County, New York","91884","707","65383","914","26501","969",
"0500000US36065","Oneida County, New York","95220","781","64435","978","30785","1080",
"0500000US36067","Onondaga County, New York","197760","1030","130389","1587","67371","1592",
"0500000US36069","Ontario County, New York","48311","558","35598","679","12713","725",
"0500000US36071","Orange County, New York","138608","924","94002","1435","44606","1364",
"0500000US36073","Orleans County, New York","16220","282","12515","428","3705","364",
"0500000US36075","Oswego County, New York","47239","606","34680","698","12559","691",
"0500000US36077","Otsego County, New York","23189","482","17129","444","6060","519",
"0500000US36079","Putnam County, New York","35545","459","29778","598","5767","490",
"0500000US36081","Queens County, New York","841003","2217","377295","4046","463708","3917",
"0500000US36083","Rensselaer County, New York","66686","619","43190","854","23496","831",
"0500000US36085","Richmond County, New York","170777","1007","115688","2100","55089","1872",
"0500000US36087","Rockland County, New York","103879","590","70564","1101","33315","1085",
"0500000US36089","St. Lawrence County, New York","41666","542","29945","777","11721","832",
"0500000US36091","Saratoga County, New York","101911","833","73682","1114","28229","997",
"0500000US36093","Schenectady County, New York","66902","527","42844","891","24058","819",
"0500000US36095","Schoharie County, New York","12861","253","9824","316","3037","268",
"0500000US36097","Schuyler County, New York","7355","259","5823","221","1532","201",
"0500000US36099","Seneca County, New York","13606","256","9654","348","3952","356",
"0500000US36101","Steuben County, New York","39219","465","28738","584","10481","550",
"0500000US36103","Suffolk County, New York","512565","1647","421146","2868","91419","2592",
"0500000US36105","Sullivan County, New York","31434","846","21178","781","10256","798",
"0500000US36107","Tioga County, New York","20347","312","16091","472","4256","438",
"0500000US36109","Tompkins County, New York","43263","611","23422","635","19841","806",
"0500000US36111","Ulster County, New York","74278","803","51924","1045","22354","1186",
"0500000US36113","Warren County, New York","30133","454","21731","586","8402","602",
"0500000US36115","Washington County, New York","24469","424","18755","547","5714","473",
"0500000US36117","Wayne County, New York","38404","391","30676","505","7728","504",
"0500000US36119","Westchester County, New York","372883","1455","230602","2732","142281","2454",
"0500000US36121","Wyoming County, New York","16453","292","12494","302","3959","331",
"0500000US36123","Yates County, New York","9490","278","7326","284","2164","270",
"0500000US37001","Alamance County, North Carolina","70062","653","45543","1062","24519","1118",
"0500000US37003","Alexander County, North Carolina","14126","362","11397","473","2729","359",
"0500000US37005","Alleghany County, North Carolina","5177","285","3853","228","1324","217",
"0500000US37007","Anson County, North Carolina","8548","366","5857","335","2691","416",
"0500000US37009","Ashe County, North Carolina","12201","470","9685","382","2516","409",
"0500000US37011","Avery County, North Carolina","6791","375","5637","280","1154","244",
"0500000US37013","Beaufort County, North Carolina","19385","464","13478","454","5907","493",
"0500000US37015","Bertie County, North Carolina","7143","318","5194","313","1949","381",
"0500000US37017","Bladen County, North Carolina","11824","364","8183","389","3641","406",
"0500000US37019","Brunswick County, North Carolina","69124","1093","58472","1096","10652","897",
"0500000US37021","Buncombe County, North Carolina","101855","2041","67411","1889","34444","1573",
"0500000US37023","Burke County, North Carolina","36306","496","27054","741","9252","734",
"0500000US37025","Cabarrus County, North Carolina","84246","966","59958","1219","24288","1180",
"0500000US37027","Caldwell County, North Carolina","32919","534","24209","753","8710","736",
"0500000US37029","Camden County, North Carolina","4011","139","3293","226","718","223",
"0500000US37031","Carteret County, North Carolina","31977","549","23885","511","8092","588",
"0500000US37033","Caswell County, North Carolina","8830","297","6637","318","2193","332",
"0500000US37035","Catawba County, North Carolina","66227","707","47794","1018","18433","1128",
"0500000US37037","Chatham County, North Carolina","33004","461","26591","795","6413","760",
"0500000US37039","Cherokee County, North Carolina","13241","406","11083","417","2158","383",
"0500000US37041","Chowan County, North Carolina","6134","271","4326","308","1808","347",
"0500000US37043","Clay County, North Carolina","5081","321","4125","307","956","272",
"0500000US37045","Cleveland County, North Carolina","38850","585","27540","756","11310","713",
"0500000US37047","Columbus County, North Carolina","20048","392","14252","522","5796","487",
"0500000US37049","Craven County, North Carolina","42871","587","29343","870","13528","779",
"0500000US37051","Cumberland County, North Carolina","129758","563","71328","1067","58430","1122",
"0500000US37053","Currituck County, North Carolina","11845","295","10337","398","1508","293",
"0500000US37055","Dare County, North Carolina","16836","642","13202","568","3634","463",
"0500000US37057","Davidson County, North Carolina","69846","661","51944","1018","17902","954",
"0500000US37059","Davie County, North Carolina","17270","369","14204","425","3066","337",
"0500000US37061","Duplin County, North Carolina","20787","424","14621","497","6166","524",
"0500000US37063","Durham County, North Carolina","141847","932","78724","1330","63123","1435",
"0500000US37065","Edgecombe County, North Carolina","19652","475","11950","542","7702","504",
"0500000US37067","Forsyth County, North Carolina","159925","1210","101645","1614","58280","1346",
"0500000US37069","Franklin County, North Carolina","28529","518","22420","647","6109","625",
"0500000US37071","Gaston County, North Carolina","93576","663","62554","1044","31022","1028",
"0500000US37073","Gates County, North Carolina","4192","180","3390","232","802","194",
"0500000US37075","Graham County, North Carolina","3524","201","2844","195","680","174",
"0500000US37077","Granville County, North Carolina","22474","482","17325","600","5149","505",
"0500000US37079","Greene County, North Carolina","6912","204","4597","329","2315","327",
"0500000US37081","Guilford County, North Carolina","219718","1067","131715","1769","88003","1820",
"0500000US37083","Halifax County, North Carolina","20383","418","12830","494","7553","473",
"0500000US37085","Harnett County, North Carolina","49845","512","35404","862","14441","832",
"0500000US37087","Haywood County, North Carolina","27123","647","20314","667","6809","623",
"0500000US37089","Henderson County, North Carolina","51067","711","38311","892","12756","817",
"0500000US37091","Hertford County, North Carolina","8285","224","5581","296","2704","261",
"0500000US37093","Hoke County, North Carolina","19258","213","14053","435","5205","438",
"0500000US37095","Hyde County, North Carolina","1939","239","1395","234","544","211",
"0500000US37097","Iredell County, North Carolina","76344","724","54856","1002","21488","875",
"0500000US37099","Jackson County, North Carolina","18430","616","11201","583","7229","652",
"0500000US37101","Johnston County, North Carolina","85591","730","65092","1328","20499","1263",
"0500000US37103","Jones County, North Carolina","4125","151","3277","197","848","173",
"0500000US37105","Lee County, North Carolina","25145","420","16927","743","8218","673",
"0500000US37107","Lenoir County, North Carolina","23351","486","13826","652","9525","721",
"0500000US37109","Lincoln County, North Carolina","36811","527","29052","704","7759","727",
"0500000US37111","McDowell County, North Carolina","18638","439","14088","549","4550","521",
"0500000US37113","Macon County, North Carolina","18406","675","14285","780","4121","647",
"0500000US37115","Madison County, North Carolina","8342","292","6461","300","1881","257",
"0500000US37117","Martin County, North Carolina","9502","262","6346","348","3156","351",
"0500000US37119","Mecklenburg County, North Carolina","466527","1677","257167","3042","209360","2911",
"0500000US37121","Mitchell County, North Carolina","6587","269","5023","285","1564","263",
"0500000US37123","Montgomery County, North Carolina","10643","460","7981","425","2662","355",
"0500000US37125","Moore County, North Carolina","44013","659","33621","742","10392","757",
"0500000US37127","Nash County, North Carolina","38797","583","24658","799","14139","752",
"0500000US37129","New Hanover County, North Carolina","104856","1084","64383","1382","40473","1432",
"0500000US37131","Northampton County, North Carolina","7857","248","5860","249","1997","215",
"0500000US37133","Onslow County, North Carolina","75265","796","47971","1191","27294","1104",
"0500000US37135","Orange County, North Carolina","57342","691","36606","794","20736","830",
"0500000US37137","Pamlico County, North Carolina","5456","231","4522","222","934","179",
"0500000US37139","Pasquotank County, North Carolina","15785","384","10653","476","5132","466",
"0500000US37141","Pender County, North Carolina","25291","522","20916","700","4375","583",
"0500000US37143","Perquimans County, North Carolina","5614","213","4297","276","1317","256",
"0500000US37145","Person County, North Carolina","16063","464","12414","444","3649","460",
"0500000US37147","Pitt County, North Carolina","74533","816","38344","1206","36189","1364",
"0500000US37149","Polk County, North Carolina","8976","238","6902","320","2074","310",
"0500000US37151","Randolph County, North Carolina","57721","548","41868","953","15853","928",
"0500000US37153","Richmond County, North Carolina","17026","468","11228","657","5798","636",
"0500000US37155","Robeson County, North Carolina","43134","344","28399","612","14735","547",
"0500000US37157","Rockingham County, North Carolina","39606","526","28545","733","11061","727",
"0500000US37159","Rowan County, North Carolina","58899","715","42593","1085","16306","1090",
"0500000US37161","Rutherford County, North Carolina","26642","396","19684","621","6958","560",
"0500000US37163","Sampson County, North Carolina","21607","439","15948","582","5659","534",
"0500000US37165","Scotland County, North Carolina","12580","200","7773","275","4807","283",
"0500000US37167","Stanly County, North Carolina","25240","380","18792","517","6448","497",
"0500000US37169","Stokes County, North Carolina","19546","331","15478","517","4068","523",
"0500000US37171","Surry County, North Carolina","29869","421","21930","629","7939","674",
"0500000US37173","Swain County, North Carolina","6013","250","4369","227","1644","235",
"0500000US37175","Transylvania County, North Carolina","14584","428","10889","419","3695","347",
"0500000US37177","Tyrrell County, North Carolina","1547","130","1204","179","343","132",
"0500000US37179","Union County, North Carolina","84237","575","68778","1053","15459","958",
"0500000US37181","Vance County, North Carolina","16147","422","9712","505","6435","532",
"0500000US37183","Wake County, North Carolina","460175","2096","295069","3419","165106","3068",
"0500000US37185","Warren County, North Carolina","8147","272","5651","282","2496","326",
"0500000US37187","Washington County, North Carolina","4744","237","3227","267","1517","260",
"0500000US37189","Watauga County, North Carolina","21198","594","13157","509","8041","618",
"0500000US37191","Wayne County, North Carolina","47507","632","29195","837","18312","919",
"0500000US37193","Wilkes County, North Carolina","27107","553","19928","636","7179","606",
"0500000US37195","Wilson County, North Carolina","33068","423","19856","588","13212","644",
"0500000US37197","Yadkin County, North Carolina","15009","366","11546","466","3463","423",
"0500000US37199","Yancey County, North Carolina","8130","353","6457","329","1673","309",
"0500000US38001","Adams County, North Dakota","1030","63","740","69","290","62",
"0500000US38003","Barnes County, North Dakota","4908","169","3474","204","1434","220",
"0500000US38005","Benson County, North Dakota","2025","90","1480","88","545","80",
"0500000US38007","Billings County, North Dakota","407","45","317","41","90","34",
"0500000US38009","Bottineau County, North Dakota","2674","133","2117","124","557","111",
"0500000US38011","Bowman County, North Dakota","1291","76","1075","71","216","62",
"0500000US38013","Burke County, North Dakota","904","68","679","53","225","59",
"0500000US38015","Burleigh County, North Dakota","41269","449","29366","690","11903","767",
"0500000US38017","Cass County, North Dakota","83945","742","43623","1031","40322","1147",
"0500000US38019","Cavalier County, North Dakota","1560","106","1269","102","291","76",
"0500000US38021","Dickey County, North Dakota","1962","83","1564","87","398","84",
"0500000US38023","Divide County, North Dakota","1016","69","785","89","231","69",
"0500000US38025","Dunn County, North Dakota","1571","79","1168","95","403","79",
"0500000US38027","Eddy County, North Dakota","1173","83","845","85","328","79",
"0500000US38029","Emmons County, North Dakota","1528","84","1219","76","309","66",
"0500000US38031","Foster County, North Dakota","1531","84","1220","88","311","75",
"0500000US38033","Golden Valley County, North Dakota","699","60","556","65","143","43",
"0500000US38035","Grand Forks County, North Dakota","31295","469","16205","505","15090","605",
"0500000US38037","Grant County, North Dakota","1059","57","883","57","176","46",
"0500000US38039","Griggs County, North Dakota","992","76","760","71","232","50",
"0500000US38041","Hettinger County, North Dakota","1130","68","868","68","262","53",
"0500000US38043","Kidder County, North Dakota","1170","82","890","77","280","77",
"0500000US38045","LaMoure County, North Dakota","1745","82","1458","73","287","61",
"0500000US38047","Logan County, North Dakota","777","56","645","60","132","40",
"0500000US38049","McHenry County, North Dakota","2244","97","1826","105","418","83",
"0500000US38051","McIntosh County, North Dakota","1196","88","947","72","249","69",
"0500000US38053","McKenzie County, North Dakota","5997","237","3202","303","2795","301",
"0500000US38055","McLean County, North Dakota","4377","138","3684","126","693","123",
"0500000US38057","Mercer County, North Dakota","3594","173","2913","173","681","187",
"0500000US38059","Morton County, North Dakota","13946","353","10341","469","3605","459",
"0500000US38061","Mountrail County, North Dakota","3901","164","2401","170","1500","181",
"0500000US38063","Nelson County, North Dakota","1338","71","1005","70","333","60",
"0500000US38065","Oliver County, North Dakota","725","53","690","58","35","22",
"0500000US38067","Pembina County, North Dakota","2973","99","2217","109","756","120",
"0500000US38069","Pierce County, North Dakota","1854","124","1512","134","342","92",
"0500000US38071","Ramsey County, North Dakota","5410","176","2950","259","2460","268",
"0500000US38073","Ransom County, North Dakota","2337","76","1745","104","592","90",
"0500000US38075","Renville County, North Dakota","969","51","763","62","206","45",
"0500000US38077","Richland County, North Dakota","6849","195","4665","214","2184","205",
"0500000US38079","Rolette County, North Dakota","3769","110","2368","145","1401","166",
"0500000US38081","Sargent County, North Dakota","1751","65","1269","69","482","53",
"0500000US38083","Sheridan County, North Dakota","675","56","567","54","108","39",
"0500000US38085","Sioux County, North Dakota","1112","29","518","59","594","58",
"0500000US38087","Slope County, North Dakota","374","39","302","42","72","34",
"0500000US38089","Stark County, North Dakota","13537","361","9041","443","4496","454",
"0500000US38091","Steele County, North Dakota","806","72","627","62","179","61",
"0500000US38093","Stutsman County, North Dakota","9437","226","5951","323","3486","312",
"0500000US38095","Towner County, North Dakota","989","102","779","91","210","72",
"0500000US38097","Traill County, North Dakota","3333","103","2478","101","855","118",
"0500000US38099","Walsh County, North Dakota","4400","150","3346","176","1054","134",
"0500000US38101","Ward County, North Dakota","28568","541","17365","635","11203","759",
"0500000US38103","Wells County, North Dakota","1787","93","1377","86","410","87",
"0500000US38105","Williams County, North Dakota","15154","764","8029","568","7125","823",
"0500000US39001","Adams County, Ohio","10421","324","7467","391","2954","317",
"0500000US39003","Allen County, Ohio","41295","415","27952","729","13343","692",
"0500000US39005","Ashland County, Ohio","20720","350","16131","422","4589","405",
"0500000US39007","Ashtabula County, Ohio","39245","594","29689","645","9556","577",
"0500000US39009","Athens County, Ohio","23014","428","13899","516","9115","600",
"0500000US39011","Auglaize County, Ohio","18940","297","14794","436","4146","448",
"0500000US39013","Belmont County, Ohio","27195","479","20019","556","7176","567",
"0500000US39015","Brown County, Ohio","17138","370","13227","496","3911","459",
"0500000US39017","Butler County, Ohio","146822","835","102675","1493","44147","1515",
"0500000US39019","Carroll County, Ohio","11206","359","8821","386","2385","285",
"0500000US39021","Champaign County, Ohio","15646","318","12017","362","3629","344",
"0500000US39023","Clark County, Ohio","55975","587","38844","828","17131","739",
"0500000US39025","Clermont County, Ohio","84955","525","62567","1136","22388","1126",
"0500000US39027","Clinton County, Ohio","16761","293","12034","423","4727","440",
"0500000US39029","Columbiana County, Ohio","41459","607","30159","909","11300","808",
"0500000US39031","Coshocton County, Ohio","14786","317","10780","452","4006","424",
"0500000US39033","Crawford County, Ohio","18059","354","13204","432","4855","399",
"0500000US39035","Cuyahoga County, Ohio","554551","1919","329173","2737","225378","2877",
"0500000US39037","Darke County, Ohio","21297","276","15413","499","5884","441",
"0500000US39039","Defiance County, Ohio","15327","236","12152","393","3175","308",
